year,category,nominee,artist,workers,winner
2000,Best Latin Rock/Alternative Album,Uno,La Ley,"Humberto Gatica, producer; Humberto Gatica, engineer",1
2000,Best Traditional Tropical Latin Album,Alma Caribeña,Gloria Estefan,"Robert Blades, Emilio Estefan Jr. & George Noriega, producers; Scott Canto, Gustavo Celis, Javier Garza, Mauricio Guerrero, Sebastián Krys & Freddy Piñero Jr., engineers",1
2000,Best Salsa Album,Masterpiece/Obra Maestra,Tito Puente & Eddie Palmieri,"Eddie Palmieri & Tito Puente, producers; Jon Fausty, engineer/mixer",1
2000,Best Merengue Album,"Olga Viva, Viva Olga",Olga Tañón,"Olga Tañón, producer; David Hewitt & Hector Ivan Rosa, engineers/mixers",1
2000,Best Mexican/Mexican-American Album,Por Una Mujer Bonita,Pepe Aguilar,"Pepe Aguilar, producer; Carlos Ceballos, engineer/mixer",1
2000,Best Tejano Album,¿Qué Es Música Tejana?,The Legends,"Hugo Guerrero & Freddie Martínez, Sr., producers; Greg García, Hugo Guerrero, Freddie Martínez, Sr. & Edward Pérez, engineers",1
2000,Best Traditional Blues Album,Riding With The King,B.B. King & Eric Clapton,"Eric Clapton & Simon Climie, producers; Alan Douglas, engineer",1
2000,Best Contemporary Blues Album,Shoutin’ In Key,Taj Mahal & The Phantom Blues Band,"Tony Braunagel, producer; Terry Becker & Joe McGrath, engineers/mixers",1
2000,Best Traditional Folk Album,Public Domain - Songs From The Wild Land,Dave Alvin,"Dave Alvin, producer; Mark Linett, engineer",1
2000,Best Contemporary Folk Album,Red Dirt Girl,Emmylou Harris,"Malcolm Burn, producer; Malcolm Burn & Jim Watts, engineers/mixers",1
2000,Best Native American Music Album,Gathering Of Nations Pow Wow,(Various Artists),"Tom Bee & Douglas Spotted Eagle, producers; Douglas Spotted Eagle, engineer/mixer",1
2000,Best Reggae Album,Art And Life,Beenie Man,N/A,1
2000,Best World Music Album,João Voz E Violão,João Gilberto,"Antônio ""Moogie"" Canàzio & Caetano Veloso, producers; Antônio ""Moogie"" Canàzio, engineer/mixer",1
2000,Best Polka Album,Touched By A Polka,Jimmy Sturr,"Tom Pick & Jimmy Sturr, producers; Jon Dickson, Ken Irwin, Tom Pick & Jimmy Sturr, engineers",1
2000,Best Musical Album For Children,Woody's Roundup Featuring Riders In The Sky,Riders In The Sky,"Joseph Miskulin, producer; Riders In The Sky (Paul Chrisman, Douglas Green, Fred LaBour & Joseph Miskulin)",1
2000,Best Spoken Word Album For Children,Harry Potter And The Goblet Of Fire,Jim Dale,"David Rapkin, producer",1
2000,Best Spoken Word Album,The Measure Of A Man,Sidney Poitier,"Rick Harris & John Runnette, producers",1
2000,Best Spoken Comedy Album,Braindroppings,George Carlin,"George Carlin, artist. John Runnette, producer.",1
2000,Best Musical Show Album,Elton John & Tim Rice's Aida,N/A,"Elton John, composer; Tim Rice, lyricist; Guy Babylon, Paul Bogaev, Frank Filipetti & Chris Montan, producers; Frank Filipetti, engineer/mixer (Original Broadway Cast)",1
2000,"Best Compilation Soundtrack Album For A Motion Picture, Television Or Other Visual Media",Almost Famous,(Various Artists),"Danny Bramson & Cameron Crowe, producers",1
2000,"Best Score Soundtrack Album For A Motion Picture, Television Or Other Visual Media",American Beauty,N/A,"Thomas Newman, composer; Bill Bernstein & Thomas Newman, producers (Thomas Newman)",1
2000,"Best Song Written For A Motion Picture, Television Or Other Visual Media.",When She Loved Me (From Toy Story 2),"Randy Newman, songwriter (Sarah McLachlan)",N/A,1
2000,Best Instrumental Composition,Theme From Angela's Ashes,N/A,"John Williams, composer (John Williams)",1
2000,Best Instrumental Arrangement,Spain For Sextet & Orchestra,N/A,"Chick Corea, arranger (Chick Corea)",1
2000,Best Instrumental Arrangement Accompanying A Vocalist(S),Both Sides Now,N/A,"Vincent Mendoza, arranger (Joni Mitchell)",1
2000,Best Recording Package,Music,N/A,"Kevin Reagan, art director (Madonna)",1
2000,Best Boxed Recording Package,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961,N/A,"Frank Harkins & Arnold Levine, art directors (Miles Davis & John Coltrane)",1
2000,Best Album Notes,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961,N/A,"Bob Blumenthal, album notes writer (Miles Davis & John Coltrane)",1
2000,Best Historical Album,Louis Armstrong - The Complete Hot Five & Hot Seven Recordings,N/A,"Steve Berkowitz, Seth Rothstein & Phil Schaap, compilation producers; Michael Brooks, Seth Foster, Andreas Meyer, Woody Pornpitaksuk, Ken Robertson, Tom Ruff, Phil Schaap & Mark Wilder, mastering engineers (Louis Armstrong)",1
2000,"Best Engineered Album, Non-Classical",Two Against Nature,N/A,"Phil Burnett, Roger Nichols, Dave Russell & Elliot Scheiner, engineers (Steely Dan)",1
2000,"Producer Of The Year, Non-Classical",Dr. Dre,N/A,N/A,1
2000,"Remixer Of The Year, Non-Classical",N/A,N/A,N/A,1
2000,"Best Engineered Album, Classical","Dvorák: Requiem, Op. 89; Sym. No. 9, Op. 95 ""From the New World""",N/A,"John Eargle, engineer (Zdenek Macal)",1
2000,"Producer Of The Year, Classical",Steven Epstein,N/A,N/A,1
2000,Best Classical Album,Shostakovich: The String Quartets,N/A,"Emerson String Quartet (Eugene Drucker, Lawrence Dutton, David Finckel & Philip Setzer), artists; Da-Hong Seetoo & Max Wilcox, producers",1
2000,Best Orchestral Performance,Mahler: Sym. No. 10,N/A,"Sir Simon Rattle, conductor; Stephen Johns, producer; Mike Clements, engineer (Berliner Philharmonic)",1
2000,Best Opera Recording,Busoni: Doktor Faust,N/A,"Kim Begley, Dietrich Fischer-Dieskau, Dietrich Henschel, Markus Hollop, Eva Jenis & Torsten Kerl; Kent Nagano, conductor; Martin Sauer, producer; Jean Chatauret, engineer (Orchestre De L'Opera Nationale De Lyon)",1
2000,Best Choral Performance,Penderecki: Credo,N/A,"Helmuth Rilling, conductor; Karen Wilson, producer; Don Harder, engineer (Oregon Bach Festival Chorus; Oregon Bach Festival Orchestra)",1
2000,Best Instrumental Soloist(S) Performance (With Orchestra),Maw: Violin Concerto,N/A,"Joshua Bell, artist; Grace Row, producer; Charles Harbutt, engineer (London Philharmonic)",1
2000,Best Instrumental Soloist Performance (Without Orchestra),"Dreams Of A World - Works Of Lauro, Ruiz-Pipo & Duarte",N/A,"Sharon Isbin, artist; Tobias Lehmann, producer; Jens Schünemann, engineer",1
2000,Best Chamber Music Performance,Shostakovich: The String Quartets,N/A,"Emerson String Quartet (Eugene Drucker, Lawrence Dutton, David Finckel & Philip Setzer), artists; Da-Hong Seetoo & Max Wilcox, producers; Da-Hong Seetoo & Max Wilcox, engineers",1
2000,Best Small Ensemble Performance (With Or Without Conductor),"Shadow Dances - Stravinsky Miniatures, Tango, Suite No. 1 & Octet",N/A,"Christian Gansch, producer; Wolf-Dieter Karwatky, engineer",1
2000,Best Classical Vocal Performance,"The Vivaldi Album - Dell'aura al sussurrar, Alma oppressa",N/A,"Christopher Raeburn, producer; Jonathan Stokes, engineer (Il Giardino Armonico)",1
2000,Best Classical Contemporary Composition,Crumb: Star-Child,N/A,"George Crumb, composer",1
2000,Best Classical Crossover Album,Appalachian Journey,"Yo-Yo Ma, Edgar Meyer, Mark O'Connor & Various Artists","Steven Epstein, producer; Richard King, engineer",1
2000,Best Short Form Music Video,Learn To Fly,Foo Fighters,"Jesse Peretz, video director; Tina Nakane, video producer",1
2000,Best Long Form Music Video,Gimme Some Truth - The Making Of John Lennon's Imagine Album,(John Lennon),"Andrew Solt, video director; Yoko Ono, Andrew Solt, Leslie Tong & Greg Vines, video producers",1
1999,Record Of The Year,Smooth,Santana Featuring Rob Thomas,"Matt Serletic, producer; David Thoener, engineer/mixer",1
1999,Album Of The Year,Supernatural,Santana,"Clive Davis, Jerry ""Wonder"" Duplessis, Dust Brothers, Alex Gonzales, Charles Goodan, Stephen M. Harris, Lauryn Hill, Art Hodge, Wyclef Jean, Fher Olvera, KC Porter, Dante Ross & Matt Serletic, producers; Mike Couzzi, Benny Faccone, Steve Farrone, Steve Fontano, David Frazer, Jim Gaines, John Gamble, Comissioner Gordon, Andy Grassi, John Karpowich, Glenn Kolotkin, Tom Lord-Alge, Jeff Poe, Tony Prendatt, Anton Pukshansky, Warren Riker, Jim Scott, John Seymour, Matty Spindel, T-Ray, Chris Theis, David Thoener & Alvaro Villagra, engineers/mixers",1
1999,Song Of The Year,Smooth,N/A,"Itaal Shur & Rob Thomas, songwriters (Santana Featuring Rob Thomas)",1
1999,Best New Artist,Christina Aguilera,N/A,N/A,1
1999,Best Female Pop Vocal Performance,I Will Remember You,Sarah McLachlan,N/A,1
1999,Best Male Pop Vocal Performance,Brand New Day,Sting,N/A,1
1999,Best Pop Performance By A Duo Or Group With Vocal,Maria Maria,Santana,N/A,1
1999,Best Pop Collaboration With Vocals,Smooth,Santana Featuring Rob Thomas,N/A,1
1999,Best Pop Instrumental Performance,El Farol,Santana,N/A,1
1999,Best Dance Recording,Believe,Cher,"Brian Rawling & Mark Taylor, producers; Mark Taylor, mixer",1
1999,Best Pop Album,Brand New Day,Sting,N/A,1
1999,Best Traditional Pop Vocal Performance,Bennett Sings Ellington - Hot & Cool,Tony Bennett,N/A,1
1999,Best Female Rock Vocal Performance,Sweet Child O' Mine,Sheryl Crow,N/A,1
1999,Best Male Rock Vocal Performance,American Woman,Lenny Kravitz,N/A,1
1999,Best Rock Performance By A Duo Or Group With Vocal,Put Your Lights On,Santana Featuring Everlast,N/A,1
1999,Best Hard Rock Performance,Whiskey In The Jar,Metallica,N/A,1
1999,Best Metal Performance,Iron Man,Black Sabbath,N/A,1
1999,Best Rock Instrumental Performance,The Calling,Santana Featuring Eric Clapton,N/A,1
1999,Best Rock Song,Scar Tissue,N/A,"Flea, John Frusciante, Anthony Kiedis & Chad Smith, songwriters (Red Hot Chili Peppers)",1
1999,Best Rock Album,Supernatural,Santana,N/A,1
1999,Best Alternative Music Performance,Mutations,Beck,N/A,1
1999,Best Female R&B Vocal Performance,It's Not Right But It's Okay,Whitney Houston,N/A,1
1999,Best Male R&B Vocal Performance,Staying Power,Barry White,N/A,1
1999,Best R&B Performance By A Duo Or Group With Vocal,No Scrubs,TLC,N/A,1
1999,Best Rhythm & Blues Song,No Scrubs,N/A,"Kevin Briggs, Kandi Burruss & Tameka Cottle, songwriters (TLC)",1
1999,Best R&B Album,Fanmail,TLC,N/A,1
1999,Best Traditional R&B Vocal Performance,Staying Power,Barry White,N/A,1
1999,Best Rap Solo Performance,My Name Is,Eminem,N/A,1
1999,Best Rap Performance By A Duo Or Group,You Got Me,The Roots Featuring Erykah Badu,N/A,1
1999,Best Rap Album,The Slim Shady LP,Eminem,N/A,1
1999,Best Female Country Vocal Performance,Man! I Feel Like A Woman!,Shania Twain,N/A,1
1999,Best Male Country Vocal Performance,Choices,George Jones,N/A,1
1999,Best Country Performance By A Duo Or Group With Vocal,Ready To Run,Dixie Chicks,N/A,1
1999,Best Country Collaboration With Vocals,After The Gold Rush,"Emmylou Harris, Linda Ronstadt & Dolly Parton",N/A,1
1999,Best Country Instrumental Performance,Bob's Breakdowns,"Asleep At The Wheel Featuring Tommy Allsup, Floyd Domino, Larry Franklin, Vince Gill & Steve Wariner",N/A,1
1999,Best Country Song,Come On Over,N/A,"Robert John ""Mutt"" Lange & Shania Twain, songwriters (Shania Twain)",1
1999,Best Country Album,Fly,Dixie Chicks,"Billy Sherrill, engineer/mixer",1
1999,Best Bluegrass Album,Ancient Tones,Ricky Skaggs & Kentucky Thunder,N/A,1
1999,Best New Age Album,Celtic Solstice,Paul Winter & Friends,N/A,1
1999,Best Contemporary Jazz Performance,Inside,David Sanborn,N/A,1
1999,Best Jazz Vocal Performance,When I Look In Your Eyes,Diana Krall,N/A,1
1999,Best Jazz Instrumental Solo,In Walked Wayne,N/A,"Wayne Shorter, soloist",1
1999,"Best Jazz Instrumental Performance, Individual Or Group",Like Minds,"Gary Burton, Chick Corea, Pat Metheny, Roy Haynes & Dave Holland",N/A,1
1999,Best Large Jazz Ensemble Performance,Serendipity 18,The Bob Florence Limited Edition,N/A,1
1999,Best Latin Jazz Performance,Latin Soul,Poncho Sanchez,N/A,1
1999,Best Rock Gospel Album,Pray,Rebecca St. James,N/A,1
1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,N/A,1
1999,"Best Southern, Country, Or Bluegrass Gospel Album",Kennedy Center Homecoming,Bill & Gloria Gaither & Their Homecoming Friends,N/A,1
1999,Best Traditional Soul Gospel Album,Christmas With Shirley Caesar,Shirley Caesar,N/A,1
1999,Best Contemporary Soul Gospel Album,Mountain High...Valley Low,Yolanda Adams,N/A,1
1999,Best Gospel Choir Or Chorus Album,High And Lifted Up,N/A,"Carol Cymbala, choir director (The Brooklyn Tabernacle Choir)",1
1999,Best Latin Pop Performance,Tiempos,Rubén Blades,N/A,1
1999,Best Latin Rock/Alternative Performance,Resurrection,Chris Perez Band,N/A,1
1999,Best Traditional Tropical Latin Performance,Mambo Birdland,Tito Puente,N/A,1
1999,Best Salsa Performance,Llego...Van Van - Van Van Is Here,Los Van Van,N/A,1
1999,Best Merengue Performance,Pintame,Elvis Crespo,N/A,1
1999,Best Mexican-American Performance,100 Años De Mariachi,Placido Domingo,N/A,1
1999,Best Tejano Performance,Por Eso Te Amo,Los Palominos,N/A,1
1999,Best Traditional Blues Album,Blues On The Bayou,B.B. King,N/A,1
1999,Best Contemporary Blues Album,Take Your Shoes Off,The Robert Cray Band,N/A,1
1999,Best Traditional Folk Album,Press On,June Carter Cash,N/A,1
1999,Best Contemporary Folk Album,Mule Variations,Tom Waits,N/A,1
1999,Best Reggae Album,Calling Rastafari,Burning Spear,N/A,1
1999,Best World Music Album,Livro,Caetano Veloso,N/A,1
1999,Best Polka Album,Polkasonic,Brave Combo,N/A,1
1999,Best Musical Album For Children,The Adventures Of Elmo In Grouchland,(Various Artists),N/A,1
1999,Best Spoken Word Album For Children,Listen To The Storyteller,"Wynton Marsalis, Graham Greene & Kate Winslet",N/A,1
1999,Best Spoken Word Album,"The Autobiography Of Martin Luther King, Jr.",LeVar Burton,N/A,1
1999,Best Spoken Comedy Album,Bigger And Blacker,Chris Rock,"Chris Rock, artist.",1
1999,Best Musical Show Album,Annie Get Your Gun,N/A,"Stephen Ferrera & John McDaniel, producers (The New Broadway Cast Including Bernadette Peters & Tom Wopat)",1
1999,Best Soundtrack Album,Tarzan,Phil Collins,"Phil Collins & Mark Mancina, producers",1
1999,"Best Instrumental Composition Written For A Motion Picture, Television Or Other Visual Media.",A Bug's Life,N/A,"Randy Newman, composer (Randy Newman)",1
1999,"Best Song Written For A Motion Picture, Television Or Other Visual Media.",Beautiful Stranger (From Austin Powers - The Spy Who Shagged Me),"Madonna & William Orbit, songwriters (Madonna)",N/A,1
1999,Best Instrumental Composition,Joyful Noise Suite,N/A,"Don Sebesky, composer (Don Sebesky)",1
1999,Best Instrumental Arrangement,Chelsea Bridge,N/A,"Don Sebesky, arranger (Don Sebesky)",1
1999,Best Instrumental Arrangement Accompanying Vocalist(S),Lonely Town,N/A,"Alan Broadbent, arranger (Charlie Haden Quartet West Featuring Shirley Horn)",1
1999,Best Recording Package,Ride With Bob,N/A,"Ray Benson, Sally Carns & Buddy Jackson, art directors (Asleep At The Wheel)",1
1999,Best Boxed Recording Package,Miles Davis - The Complete Bitches Brew Sessions,N/A,"Ron Jaramillo & Arnold Levine, art directors (Miles Davis)",1
1999,Best Album Notes,John Coltrane - The Classic Quartet: Complete Impulse! Studio Recordings,N/A,"Bob Blumenthal, album notes writer (John Coltrane)",1
1999,Best Historical Album,The Duke Ellington Centennial Edition - The Complete RCA Victor Recordings (1927-1973),N/A,"Orrin Keepnews & Steven Lasker, compilation producers; Paul Brizzi, Dennis Ferrante & Steven Lasker, mastering engineers (Duke Ellington)",1
1999,Best Engineered Album - Non-Classical,When I Look In Your Eyes,N/A,"Al Schmitt, engineer (Diana Krall)",1
1999,"Producer Of The Year, Non-Classical",Walter Afanasieff,N/A,N/A,1
1999,"Remixer Of The Year, Non-Classical",N/A,N/A,N/A,1
1999,"Best Engineered Album, Classical",Stravinsky: Firebird; The Rite Of Spring; Perséphone,N/A,"Markus Heiland, engineer (Michael Tilson Thomas, conductor)",1
1999,"Producer Of The Year, Classical",Adam Abeshouse,N/A,N/A,1
1999,Best Classical Album,Stravinsky: Firebird; The Rite Of Spring; Perséphone,N/A,"Michael Tilson Thomas, artist; Andreas Neubronner, producer",1
1999,Best Orchestral Performance,Stravinsky: Firebird; The Rite Of Spring; Perséphone,N/A,"Michael Tilson Thomas, conductor (San Francisco Symphony Orchestra)",1
1999,Best Opera Recording,Stravinsky: The Rake's Progress,N/A,"Ian Bostridge, Bryn Terfel, Anne Sofie von Otter & Deborah York; John Eliot Gardiner, conductor; Nicholas Parker, producer (Monteverdi Choir; London Symphony Orchestra)",1
1999,Best Choral Performance,Britten: War Requiem,N/A,"Robert Shafer, conductor (Maryland Boys Choir, Shenandoah Conservatory Chorus & Washington Choir)",1
1999,Best Instrumental Soloist(S) Performance (With Orchestra),Prokofiev: Piano Concertos Nos. 1 & 3/Bartók: Piano Concerto No. 3,N/A,"Martha Argerich, artist (Orchestre Symphonie De Montréal)",1
1999,Best Instrumental Soloist Performance (Without Orchestra),"Shostakovich: 24 Preludes & Fugues, Op. 87",N/A,"Vladimir Ashkenazy, artist",1
1999,Best Chamber Music Performance,"Beethoven: The Violin Sonatas (Nos. 1-3, Op. 12; Nos. 1-3, Op. 30; ""Spring"" Sonata)",N/A,"Anne-Sophie Mutter & Lambert Orkis, artists",1
1999,Best Small Ensemble Performance (With Or Without Conductor),"Colors Of Love - Works Of Thomas, Stucky, Tavener & Rands",N/A,N/A,1
1999,Best Classical Vocal Performance,Mahler: Des Knaben Wunderhorn,N/A,(Berliner Philharmonic),1
1999,Best Classical Contemporary Composition,Boulez: Répons,N/A,"Pierre Boulez, composer",1
1999,Best Classical Crossover Album,"Schickele: Hornsmoke (Piano Concerto No. 2 In F Major ""Ole""; Brass Calendar; Hornsmoke - A Horse Opera)","Peter Schickele, narrator; The Chestnut Brass Company",N/A,1
1999,Best Short Form Music Video,Freak On A Leash,Korn,"Jonathan Dayton, Valerie Faris, Todd McFarlane & Graham Morris, video directors; Terry Fitzgerald & Bart Lipton, video producers",1
1999,Best Long Form Music Video,Band Of Gypsys - Live At Fillmore East,(Jimi Hendrix),"Bob Smeaton, video director; Neil Aspinall & Chips Chipperfield, video producers",1
1998,Record Of The Year,My Heart Will Go On (Love Theme From Titanic),Celine Dion,"Walter Afanasieff, Simon Franglen & James Horner, producers; Simon Franglen, Humberto Gatica & David Gleeson, engineers/mixers",1
1998,Album Of The Year,The Miseducation Of Lauryn Hill,Lauryn Hill,"Lauryn Hill, producer; Comissioner Gordon, Matt Howe, Storm Jefferson, Ken Johnston, Tony Prendatt, Warren Riker, Chris Theis & Johnny Wydrycz, engineers/mixers",1
1998,Song Of The Year,My Heart Will Go On (Love Theme From Titanic),N/A,"James Horner & Will Jennings, songwriters (Celine Dion)",1
1998,Best New Artist,Lauryn Hill,N/A,N/A,1
1998,Best Female Pop Vocal Performance,My Heart Will Go On (Love Theme From Titanic),Celine Dion,N/A,1
1998,Best Male Pop Vocal Performance,My Father's Eyes,Eric Clapton,N/A,1
1998,Best Pop Performance By A Duo Or Group With Vocal,Jump Jive An' Wail,The Brian Setzer Orchestra,N/A,1
1998,Best Pop Collaboration With Vocals,I Still Have That Other Girl,Elvis Costello & Burt Bacharach,N/A,1
1998,Best Pop Instrumental Performance,Sleepwalk,The Brian Setzer Orchestra,N/A,1
1998,Best Dance Recording,Ray Of Light,Madonna,"Madonna & William Orbit, producers; Pat McCarthy, mixer",1
1998,Best Pop Album,Ray Of Light,Madonna,N/A,1
1998,Best Traditional Pop Vocal Performance,Live At Carnegie Hall - The 50th Anniversary Concert,Patti Page,N/A,1
1998,Best Female Rock Vocal Performance,Uninvited,Alanis Morissette,N/A,1
1998,Best Male Rock Vocal Performance,Fly Away,Lenny Kravitz,N/A,1
1998,Best Rock Performance By A Duo Or Group With Vocal,Pink,Aerosmith,N/A,1
1998,Best Hard Rock Performance,Most High,Jimmy Page & Robert Plant,N/A,1
1998,Best Metal Performance,Better Than You,Metallica,N/A,1
1998,Best Rock Instrumental Performance,The Roots Of Coincidence,Pat Metheny Group,N/A,1
1998,Best Rock Song,Uninvited,N/A,"Alanis Morissette, songwriter (Alanis Morissette)",1
1998,Best Rock Album,The Globe Sessions,Sheryl Crow,N/A,1
1998,Best Alternative Music Performance,Hello Nasty,Beastie Boys,N/A,1
1998,Best Female R&B Vocal Performance,Doo Wop (That Thing),Lauryn Hill,N/A,1
1998,Best Male R&B Vocal Performance,St. Louis Blues,Stevie Wonder,N/A,1
1998,Best R&B Performance By A Duo Or Group With Vocal,The Boy Is Mine,Brandy & Monica,N/A,1
1998,Best Rhythm & Blues Song,Doo Wop (That Thing),N/A,"Lauryn Hill, songwriter (Lauryn Hill)",1
1998,Best R&B Album,The Miseducation Of Lauryn Hill,Lauryn Hill,N/A,1
1998,Best Traditional R&B Vocal Performance,Live! - One Night Only,Patti LaBelle,N/A,1
1998,Best Rap Solo Performance,Gettin' Jiggy Wit It,Will Smith,N/A,1
1998,Best Rap Performance By A Duo Or Group,Intergalactic,Beastie Boys,N/A,1
1998,Best Rap Album,Vol. 2...Hard Knock Life,Jay-Z,N/A,1
1998,Best Female Country Vocal Performance,You're Still The One,Shania Twain,N/A,1
1998,Best Male Country Vocal Performance,If You Ever Have Forever In Mind,Vince Gill,N/A,1
1998,Best Country Performance By A Duo Or Group With Vocal,There's Your Trouble,Dixie Chicks,N/A,1
1998,Best Country Collaboration With Vocals,Same Old Train,"Clint Black, Joe Diffie, Merle Haggard, Emmylou Harris, Alison Krauss, Patty Loveless, Earl Scruggs, Ricky Skaggs, Marty Stuart, Pam Tillis, Randy Travis, Travis Tritt & Dwight Yoakam",N/A,1
1998,Best Country Instrumental Performance,A Soldier's Joy,Randy Scruggs & Vince Gill,N/A,1
1998,Best Country Song,You're Still The One,N/A,"Robert John ""Mutt"" Lange & Shania Twain, songwriters (Shania Twain)",1
1998,Best Country Album,Wide Open Spaces,Dixie Chicks,N/A,1
1998,Best Bluegrass Album,Bluegrass Rules!,Ricky Skaggs & Kentucky Thunder,N/A,1
1998,Best New Age Album,Landmarks,Clannad,N/A,1
1998,Best Contemporary Jazz Performance,Imaginary Day,Pat Metheny Group,N/A,1
1998,Best Jazz Vocal Performance,I Remember Miles,Shirley Horn,N/A,1
1998,Best Jazz Instrumental Solo,Rhumbata,N/A,"Gary Burton & Chick Corea, soloists",1
1998,"Best Jazz Instrumental Performance, Individual Or Group",Gershwin's World,Herbie Hancock,N/A,1
1998,Best Large Jazz Ensemble Performance,Count Plays Duke,"Count Basie Orchestra; Grover Mitchell, director",N/A,1
1998,Best Latin Jazz Performance,Hot House,Arturo Sandoval,N/A,1
1998,Best Rock Gospel Album,You Are There,Ashley Cleveland,N/A,1
1998,Best Pop/Contemporary Gospel Album,This Is My Song,Deniece Williams,N/A,1
1998,"Best Southern, Country, Or Bluegrass Gospel Album",The Apostle - Soundtrack,(Various Artists),N/A,1
1998,Best Traditional Soul Gospel Album,He Leadeth Me,Cissy Houston,N/A,1
1998,Best Contemporary Soul Gospel Album,The Nu Nation Project,Kirk Franklin,N/A,1
1998,Best Gospel Choir Or Chorus Album,Reflections,N/A,"O'Landa Draper, choir director (O'Landa Draper & The Associates Choir)",1
1998,Best Latin Pop Performance,Vuelve,Ricky Martin,N/A,1
1998,Best Latin Rock/Alternative Performance,Sueños Liquidos,Maná,N/A,1
1998,Best Tropical Latin Performance,Contra La Corriente,Marc Anthony,N/A,1
1998,Best Mexican-American Music Performance,Los Super Seven,Los Super Seven,N/A,1
1998,Best Tejano Music Performance,Said And Done,Flaco Jimenez,N/A,1
1998,Best Traditional Blues Album,Any Place I'm Going,Otis Rush,N/A,1
1998,Best Contemporary Blues Album,Slow Down,Keb' Mo',N/A,1
1998,Best Traditional Folk Album,Long Journey Home,The Chieftains,N/A,1
1998,Best Contemporary Folk Album,Car Wheels On A Gravel Road,Lucinda Williams,N/A,1
1998,Best Reggae Album,Friends,Sly And Robbie,N/A,1
1998,Best World Music Album,Quanta Live,Gilberto Gil,N/A,1
1998,Best Polka Album,Dance With Me,Jimmy Sturr & His Orchestra,N/A,1
1998,Best Musical Album For Children,Elmopalooza!,(The Sesame Street Muppets & Various Artists),N/A,1
1998,Best Spoken Word Album For Children,The Children's Shakespeare,(Various Artists),N/A,1
1998,Best Spoken Word Album,Still Me,Christopher Reeve,N/A,1
1998,Best Spoken Comedy Album,The 2000 Year Old Man In The Year 2000,Mel Brooks & Carl Reiner,"Carl Reiner & Mel Brooks, artists.",1
1998,Best Musical Show Album,The Lion King,N/A,"Mark Mancina, producer (Original Broadway Cast Recording)",1
1998,Best Instrumental Composition,Almost 12,N/A,"Béla Fleck, Future Man & Victor Lemonte Wooten, composers (Béla Fleck & The Flecktones)",1
1998,Best Instrumental Composition Written For A Motion Picture Or For Television,Saving Private Ryan,N/A,"John Williams, composer (John Williams)",1
1998,Best Song Written For A Motion Picture Or For Television,My Heart Will Go On (Love Theme From Titanic),"James Horner & Will Jennings, songwriters (Celine Dion)",N/A,1
1998,Best Instrumental Arrangement,Waltz For Debby,N/A,"Don Sebesky, arranger (Don Sebesky)",1
1998,Best Instrumental Arrangement Accompanying Vocal(S),St. Louis Blues,N/A,"Herbie Hancock, Robert Sadin & Stevie Wonder, arrangers (Herbie Hancock)",1
1998,Best Recording Package,Ray Of Light,N/A,"Kevin Reagan, art director (Madonna)",1
1998,Best Boxed Recording Package,The Complete Hank Williams,N/A,"Jim Kemp & Virginia Team, art directors (Hank Williams)",1
1998,Best Album Notes,Miles Davis Quintet 1965-1968,N/A,"Bob Belden, Todd Coolman & Michael Cuscuna, album notes writers (Miles Davis Quintet)",1
1998,Best Historical Album,The Complete Hank Williams,N/A,"Colin Escott, Kira Florita & Kyle Young, compilation producers; Joseph M. Palmaccio & Tom Ruff, mastering engineers (Hank Williams)",1
1998,Best Engineered Album - Non-Classical,The Globe Sessions,N/A,"Tchad Blake, Trina Shoemaker & Andy Wallace, engineers (Sheryl Crow)",1
1998,"Producer Of The Year, Non-Classical",Rob Cavallo,N/A,N/A,1
1998,"Remixer Of The Year, Non-Classical",N/A,N/A,N/A,1
1998,"Best Engineered Album, Classical",Barber: Prayers Of Kierkegaard/Vaughan Williams: Dona Nobis Pacem/Bartok: Cantata Profana,N/A,"Jack Renner, engineer (Robert Shaw, conductor)",1
1998,"Producer Of The Year, Classical",Steven Epstein,N/A,N/A,1
1998,Best Classical Album,Barber: Prayers Of Kierkegaard/Vaughan Williams: Dona Nobis Pacem/Bartok: Cantata Profana,N/A,"Robert Shaw, artist; James Mallinson, producer",1
1998,Best Orchestral Performance,Mahler: Symphony No. 9,N/A,"Pierre Boulez, conductor (Chicago Symphony Orchestra)",1
1998,Best Opera Recording,Bartók: Bluebeard's Castle,N/A,"Jessye Norman & Laszlo Polgar; Pierre Boulez, conductor; Karl-August Naegler, producer (Chicago Symphony Orchestra)",1
1998,Best Choral Performance,Barber: Prayers Of Kierkegaard/Vaughan Williams: Dona Nobis Pacem/Bartok: Cantata Profana,N/A,"Robert Shaw, conductor (Atlanta Symphony Chorus; Atlanta Symphony Orchestra)",1
1998,Best Instrumental Soloist(S) Performance (With Orchestra),"Penderecki: Violin Concerto No. 2 ""Metamorphosen""",N/A,"Anne-Sophie Mutter, artist (London Symphony Orchestra)",1
1998,Best Instrumental Soloist Performance (Without Orchestra),"Bach: English Suites Nos. 1, 3 & 6",N/A,"Murray Perahia, artist",1
